trip_id,time,speed,Number_of_trips
NORMAL_312_Chinchwadgaon To Pune Station_Down-0850_0,0.226388889,33.560962325714286,111.0
NORMAL_355_Dange Chowk To Chikhali_Up-0900_0,0.226388889,33.07071853235294,128.0
NORMAL_103_Kothrud Depot To Katraj_Down-0835_0,0.22638889,33.439432828923074,228.0
NORMAL_148_Pimple Gurav To Shewalwadi_Down-0845_0,0.22638889,34.74636668346154,130.0
NORMAL_159_Ma Na Pa To Koregaon Bhima_Up-0825_0,0.22638889,46.335598402857144,82.0
NORMAL_336_Kesnand Phata To Bhakti Shakti_Up-0855_0,0.226944442,36.17651963916666,30.0
NORMAL_103_Kothrud Depot To Katraj_Down-1430_1,0.226944444,34.80079536873333,618.0
NORMAL_103_Kothrud Depot To Katraj_Down-1435_0,0.226944444,34.80079536873333,618.0
NORMAL_103_Kothrud Depot To Katraj_Down-1430_0,0.226944444,34.80079536873333,618.0
NORMAL_159_Ma Na Pa To Talegaon Dhamdhere_UP-0820_0,0.226944445,55.692868831333335,64.0
NORMAL_257_Kesnand Phata To Alandi via Markal_Up-1435_0,0.226944445,49.2179253094,16.0
NORMAL_276_Chinchwad Gaon to Warje Malawadi_Down-0850_0,0.227222221,33.364810391111114,110.0
NORMAL_202_Hadapsar Gadital To Warje Malwadi_Up-0845_0,0.227222222,28.638101555833334,63.0
NORMAL_284_Kothrud Depot To Bhakti Shakti_Up-0825_0,0.227222223,32.992434669090905,163.0
NORMAL_348_Pune Station To Nigdi_Up-0825_0,0.227222223,37.07617735722223,173.0
NORMAL_323_Gharkul To PMC_Up-0900_0,0.227222224,37.81210291888889,22.0
NORMAL_324_Hinjawadi Maan Phase 3 to Bhosari_Down-0855_0,0.227499999,38.107352869230766,97.0
NORMAL_24_Lohagaon To Katraj_Down-0900_0,0.2275,31.70540670923077,40.0
NORMAL_VJR4_Vishrantwadi To Kothrud Depot_Down-1405_0,0.227500001,27.561546193142856,675.0
NORMAL_VJR4_Vishrantwadi To Kothrud Depot_Down-1350_0,0.227500001,27.561546193142856,675.0
NORMAL_VJR4_Vishrantwadi To Kothrud Depot_Down-1340_0,0.227500001,27.561546193142856,675.0
NORMAL_298_Katraj To Chinchwad Gaon_Up-0900_0,0.227777779,30.398298588461536,103.0
NORMAL_336_Bhakti Shakti To Kesnand Phata_Down-0855_0,0.228055553,35.40750965583333,129.0
NORMAL_149_Shewalwadi To Bhakti Shakti_Up-0745_0,0.228055555,42.54086861789474,75.0
NORMAL_133_Ma Na Pa Dengle Pul 2 To Sainathnagar Coloumbia Hospital_Up-0855_0,0.228055556,29.274468122222224,161.0
NORMAL_12_Bhakti Shakti To Upper Depot_Down-0815_0,0.228333333,37.37249902333333,160.0
NORMAL_372_Bhakti Shakti To Hinjawadi Maan Phase 3_Up-0845_0,0.228333333,32.16592850841666,115.0
NORMAL_296_Shivajinagar To Jambhulwadi_Down-1420_0,0.228333333,22.581729292555554,323.0
NORMAL_149_Bhakti Shakti To Shewalwadi_Down-0815_0,0.228333333,43.061043705882355,90.0
NORMAL_126_Vishrantwadi To Pimplenilakh_Up-1340_0,0.228611111,40.632681701,124.0
NORMAL_12_Upper Depot To Bhakti Shakti_Up-0815_0,0.228611112,37.359757318,260.0
NORMAL_90_Swargate To Pandavnagar_Up-0900_0,0.228611112,27.99874976466667,51.0
NORMAL_82_NDA 10 No Gate Bus Stand To MaNaPa To Kondhwagate_Round-1310_0,0.228888888,22.295321514125,422.0
NORMAL_301_Katraj To Shewalwadi_Up-1440_0,0.22888888899999998,24.4449704224,455.0
NORMAL_205_Hadapsar Gadital To Vasantdada Putala Sangvi_Up-0830_0,0.22888888899999998,34.96385062272727,199.0
NORMAL_113_Appa Balawant Chowk To Pimplegurav Via Medi Point Mayurnagri_Up-1440_0,0.229166666,30.642133677857142,468.0
NORMAL_205_Hadapsar Gadital To Vasantdada Putala Sangvi_Up-0900_0,0.229166667,41.581306694,95.0
NORMAL_29_Swargate To Alandi_Up-0825_0,0.229166668,42.163630350588235,134.0
NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0840_0,0.22916666800000002,39.51196293785714,110.0
NORMAL_142_Pune Station To Ghotawade Phata_Up-0840_0,0.229444443,42.2543539823077,130.0
NORMAL_167_Kesnand Phata To Hadapsar Gadital_Down-0850_0,0.229444443,38.26732707714286,75.0
NORMAL_19_Kondhwa Hospital To Shivajinagar_Up-0900_0,0.229444444,32.49302642071429,45.0
NORMAL_149_Bhakti Shakti To Shewalwadi_Down-0900_0,0.229444444,46.71277926485,75.0
NORMAL_103_Hinjawadi - Maan Phase 3 To Katraj_Down-0820_0,0.229444444,35.18137891761538,51.0
NORMAL_301_Katraj To Shewalwadi_Up-0900_0,0.229444445,30.7551348067,206.0
NORMAL_59_Niljyoti To Shanipar_Down-0900_0,0.229444446,26.760458131266667,52.0
NORMAL_151_Alandi To Pune Station_Down-0855_0,0.229444448,46.62257484052632,129.0
NORMAL_31_Taljai Pathar To Pune Station_Up-0835_0,0.229722222,28.042448853363638,35.0
NORMAL_357_Pune Station To Bhosari Terminal_Up-0835_0,0.22999999799999998,35.138041921500005,63.0
NORMAL_42_Bhakti Shakti To Katraj_Down-0820_0,0.229999999,31.148857052,204.0
NORMAL_13_Shivajinagar To Upper Depot_Down-1355_0,0.22999999999999998,14.5134552175,189.0
NORMAL_169_Keshavnagar To Ma Na Pa (Vai Koregaon Park)_Down-0850_0,0.23,34.734507223083334,176.0
NORMAL_180_Bhekrainagar To Na Ta Wadi_Down-0845_0,0.230277777,30.742282354000004,123.0
NORMAL_305_Nigdi To Vadgaon Mawal_Up-1430_1,0.230277778,49.094802564375,158.0
NORMAL_305_Nigdi To Vadgaon Mawal_Up-1430_0,0.230277778,49.094802564375,158.0
NORMAL_331_Rahatnigaon To Bhosari_Down-0845_0,0.23027777900000002,35.8384078824,47.0
NORMAL_33_Taljai Pathar To Na Ta Wadi_Up-0845_0,0.230555555,23.51607890409091,149.0
NORMAL_354_Pimprigaon To Marketyard_Down-0900_0,0.230555556,29.925855028,31.0
NORMAL_VJR5_Mukai Chowk To Ma Na Pa_Down-0830_0,0.230555556,35.765504826153844,211.0
NORMAL_283_Pune Station To Kumbare Park_Down-0845_1,0.230555557,24.54208926316667,174.0
NORMAL_80_Ma Na Pa To Garden City To Ma Na Pa_Round-0810_0,0.230833333,12.365014162,31.0
NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0835_0,0.230833333,38.88809743153846,93.0
NORMAL_159_Ma Na Pa To Kasturi Shikshan Sanstha_UP-0840_0,0.230833334,39.59327235384615,104.0
NORMAL_256_Balewadi Depot To Ma Na Pa_Down-0845_0,0.230833335,34.906788076153845,137.0
NORMAL_149_Bhakti Shakti To Shewalwadi_Down-0800_0,0.231111112,43.852702702352936,107.0
NORMAL_119_Ma Na Pa To Alandi_Up-0855_0,0.231111114,40.46332423789474,190.0
NORMAL_291_Hadapsar Gadital To Katraj_Down-0900_0,0.231388889,39.268673875714285,126.0
NORMAL_369_Bhakti Shakti To Bhamchandra Vidhyalay Vasuli_Up-0740_0,0.23138888900000001,33.67599323636364,19.0
NORMAL_277_NDA 10 No Gate Bus Stand To Khadki Bazar_Up-0820_0,0.231666666,35.98459982384615,18.0
NORMAL_43_Katraj To Dange Chowk Via Chandani Chowk_Up-0830_0,0.231666666,39.71470458090909,45.0
NORMAL_327A_Nehrunagar Depo To Hinjawadi Maan Phase 3_Up-0820_0,0.231666667,42.508186959999996,105.0
NORMAL_149_Shewalwadi To Bhakti Shakti_Up-0755_0,0.231666667,40.53126692526316,76.0
NORMAL_336_Kesnand Phata To Bhakti Shakti_Up-0830_0,0.231944444,32.331677232785715,26.0
NORMAL_43_Katraj To Dange Chowk Via Chandani Chowk_Up-0900_0,0.232222221,39.777117546153846,54.0
NORMAL_17_Narhegaon To Shaniwarwada_Down-0900_0,0.232222223,36.12929575386667,71.0
NORMAL_168_Ma Na Pa To Keshavnagar_Up-0845_0,0.23249999999999998,31.027906063846157,31.0
NORMAL_167_Hadapsar Gadital To Kesnand Phata_Up-1345_0,0.23249999999999998,37.46471639142857,175.0
NORMAL_314_Bhakti Shakti To Mhalunge Gaon / Dwarka City Phata (Y Junction)_Up-0900_0,0.23249999999999998,10.680402098000002,17.0
NORMAL_63_Kalyaninagar To Swargate_Down-0845_0,0.2325,27.288950267923077,202.0
NORMAL_122_Chinchwadgaon To Ma Na Pa_Down-0830_0,0.232500002,32.90607477214286,193.0
NORMAL_317_Sambhajinagar To Pune Station_Down-0840_0,0.232777777,46.67789324307692,143.0
NORMAL_180_Bhekrainagar To Na Ta Wadi_Down-0900_0,0.232777777,31.134575636333334,113.0
NORMAL_296_Jambhulwadi To Shivajinagar_Up-0850_0,0.232777778,36.553958962857145,153.0
NORMAL_376_Katraj To Bhakti Shakti_Up-0835_0,0.23277777800000002,37.36659585733333,246.0
NORMAL_119_Alandi To Ma Na Pa_Down-0850_0,0.23277777800000002,43.76936619222222,125.0
NORMAL_168_Keshavnagar To Ma Na Pa_Down-0855_0,0.233055557,28.139563705833336,21.0
NORMAL_49_Pune Station To Khanapur_Up-0715_0,0.233333331,34.881535971,10.0
NORMAL_185_Hadapsar Gadital To Wagholi Kesnand_Up-0835_0,0.233333333,32.09525726444444,15.0
NORMAL_29_Swargate To Alandi_Up-1305_0,0.233611112,39.19949240117647,385.0
NORMAL_207_Hadapsar To Saswad_Up-0840_0,0.23388888800000002,57.07133978181818,21.0
NORMAL_139_Bhekrai nagar To Nigdi_Up-0835_0,0.233888889,33.46160439642857,217.0
NORMAL_203_Pune Station To Bhekarai Depot_Down-1435_0,0.234166666,25.365797905555556,373.0
NORMAL_174_NDA 10 No Gate Bus Stand To Pune Station_Down-0820_0,0.234166667,30.76414747775,162.0
NORMAL_21_Vasantdada Putala Sangvi To Swargate_Down-0850_0,0.234166668,38.14969066857143,136.0
NORMAL_159_Talegaon Dhamdhere To Ma Na Pa_Down-1310_0,0.234444444,30.3528938287,517.0
NORMAL_2_Shivajinagar To Katraj_Down-1425_0,0.234444445,15.162290688875,283.0
NORMAL_348_Pune Station To Nigdi_Up-0855_0,0.234444445,39.86614014733333,236.0
NORMAL_24_Katraj To Lohagaon_Up-0840_0,0.234444445,33.840766822153846,92.0
NORMAL_VJR2_Kesnand Phata To Warje Malwadi_Down-1245_0,0.234444446,26.204693838818184,319.0
NORMAL_121_Bhosari Terminal To Ma Na Pa_Down-0845_0,0.234444446,36.225206914285714,206.0
NORMAL_7A_Hadapsar Gadital To Uruli Kanchan_Up-1435_0,0.234722222,49.199887577058824,180.0
NORMAL_355_Chikhali To Dange Chowk_Down-0900_0,0.234722222,25.203280173,40.0
NORMAL_376_Katraj To Sambhajinagar_Up-1330_0,0.234722223,35.42572149769231,624.0
NORMAL_67_Kharadi To Swargate_DOWN-0845_0,0.234722224,25.1396412587,244.0
NORMAL_324_Hinjawadi Maan Phase 3 to Bhosari_Down-0835_0,0.234999998,36.9981110325,63.0
NORMAL_301_Katraj To Shewalwadi_Up-0830_0,0.234999999,31.868352687777776,148.0
NORMAL_102_Lohgaon To Kothrud Depot_Down-1210_0,0.23499999900000001,26.78443774,643.0
NORMAL_337_Swargate To Bhakti Shakti_Up-0830_0,0.23499999900000001,30.523936380769232,157.0
NORMAL_170_Kondhwa Bk To Pune Station_Down-0855_0,0.23499999900000001,30.476742005000002,53.0
NORMAL_115P_Pune Station to Hinjawadi Phase 3_Up-0825_0,0.235000002,37.025048705833335,111.0
NORMAL_VJR3_Kothrud Depot To Hadapsar Gadital_Up-0830_0,0.235277778,37.648819271818176,11.0
NORMAL_276_Warje Malawadi To Chinchwad Gaon Up_Up-0840_0,0.235277779,39.910248450000005,179.0
NORMAL_282_Warje Malwadi To Bhosari Terminal_Up-0825_0,0.235277779,39.083340983999996,278.0
NORMAL_209_Saswad Bus Stand To Katraj_Down-0830_0,0.235555555,36.130167807142854,15.0
NORMAL_143_Pune Station To Galinde Path (Vai Mhatre Pul)_Down-0855_0,0.235555555,29.03211963192857,45.0
NORMAL_31_Pune Station To Taljai Pathar_Down-0900_0,0.235555557,33.70775767053333,162.0
NORMAL_309_Alandi To Dehugaon_Up-0845_0,0.235833333,42.40964050583333,35.0
NORMAL_148A_Bhosari Terminal To Bhekarai Depot_Down-0835_0,0.235833333,35.25983459453846,45.0
NORMAL_185_Hadapsar Gadital To Wagholi Kesnand_Up-0850_0,0.235833334,37.930688166875,22.0
NORMAL_217_Gujarwadi To Mandai Stand_Up-0900_0,0.235833335,26.393717070999998,44.0
NORMAL_12_Upper Depot To Bhakti Shakti_Up-0835_0,0.236111112,30.98521169153846,159.0
NORMAL_10_Keshavnagar To Swargate_Down-0840_0,0.236111112,35.49292958421429,264.0
NORMAL_366_Pune Station To Bhakti Shakti (Via Yerwada)_Up-0830_0,0.236111112,38.49687570153846,134.0
NORMAL_144_Pune Station To Pune Station_Round-1250_0,0.236111113,34.79256965047619,742.0
NORMAL_42_Bhakti Shakti To Katraj_Down-0840_0,0.236388888,37.932099636,215.0
NORMAL_VJR1_Hadapsar Gadital To Dhayari Maruti Mandir_Up-0855_0,0.236388889,31.051560262727275,146.0
NORMAL_301_Shewalwadi To Katraj_Down-0830_0,0.23638889000000002,27.271191504545456,204.0
NORMAL_149_Bhakti Shakti To Shewalwadi_Down-0830_0,0.236666666,38.18991703470588,98.0
NORMAL_12_Bhakti Shakti To Upper Depot_Down-0840_0,0.236666666,32.293770063636366,158.0
NORMAL_337_Bhakti Shakti To Swargate_Down-0840_0,0.236666666,37.54666070818182,131.0
NORMAL_149_Shewalwadi To Bhakti Shakti_Up-0855_0,0.236666666,33.090692567000005,62.0
NORMAL_322_Ma Na Pa River Side To Akurdi Railway Station_Up-0845_0,0.236666667,32.640112319375,70.0
NORMAL_204_Bhekrainagar To Chinchwad Gaon_Up-0815_0,0.236666668,44.698275628125,267.0
NORMAL_118_Swargate To Suncity_Up-1420_0,0.236944442,35.551748125,222.0
NORMAL_39_Pune Station To Dhankawadi_Down-0900_0,0.236944445,29.169458014615387,152.0
NORMAL_11_Marketyard To Pimplegurav_Up-0900_0,0.236944445,24.31558041,154.0
NORMAL_103_Katraj To Hinjawadi - Maan Phase 3_Up-0900_0,0.237222221,29.966768661499998,254.0
NORMAL_24_Katraj To Maharashtra Housing Board Samtanagar_Up-1310_0,0.237222222,21.287250775555556,204.0
NORMAL_159_Talegaon Dhamdhere To Ma Na Pa_Down-0800_0,0.237222222,27.148037933416663,283.0
NORMAL_103_Kothrud Depot To Katraj_Down-1345_0,0.2375,23.758022814818183,542.0
NORMAL_5_Pune Station To Swargate_Down-0900_0,0.2375,30.430636429692306,206.0
NORMAL_327_Hinjawadi Maan Phase 3 To Alandi_Down-0820_0,0.23750000000000002,35.502636519166664,35.0
NORMAL_139_Shewalwadi To Bhakti Shakti_Up-1440_0,0.237777778,29.095509540000002,340.0
NORMAL_66_Marketyard To Agalambe (Thakarwadi)_Up-0845_0,0.238055555,29.49556811135714,199.0
NORMAL_376_Bhakti Shakti To Shewalwadi_Down-0835_0,0.238055555,36.031586475384614,14.0
NORMAL_111_Bhekrainagar To Ma Na Pa_Up-0900_0,0.238055556,30.1595289583,118.0
NORMAL_301_Shewalwadi To Katraj_Down-0850_0,0.238055557,33.56513148818182,161.0
NORMAL_368_Kamshet To Nigdi_Down-0825_0,0.238333333,53.00304027666667,35.0
NORMAL_207_Hadapsar Gadital To Swargate_Down-1415_0,0.238333333,27.87804412888889,330.0
NORMAL_52_Khanapur To Swargate_Down-1340_0,0.238333334,31.798031745533333,435.0
NORMAL_148A_Bhosari Terminal To Bhekarai Depot_Down-0810_0,0.238333334,37.21996627,234.0
NORMAL_29_Alandi To Swargate_Down-0825_0,0.238333335,25.8804494762,122.0
NORMAL_197_Kothrud Depot To Hadapsar Gadital_Down-0840_0,0.23861111,27.587611397181817,74.0
NORMAL_13_Upper Depot To Shivajinagar_Up-1435_0,0.23861111,30.789922122500002,464.0
NORMAL_204_Bhekrainagar To Chinchwad Gaon_Up-0830_0,0.238611111,22.327786539199998,85.0
NORMAL_36_Chinchwadgaon To Ma Na Pa_Down-0835_0,0.23861111200000001,33.55899018416667,189.0
NORMAL_209_Saswad Bus Stand To Katraj_Down-0850_0,0.23888889,48.95714209066667,15.0
NORMAL_7A_Hadapsar Gadital To Uruli Kanchan_Up-0855_0,0.239166665,56.584761460454544,84.0
NORMAL_11_Marketyard To Pimplegurav_Up-1435_0,0.23916666600000003,21.817677122,312.0
NORMAL_380_Hinjawadi Maan Phase 3 To Bhosari Terminal_Down-0805_0,0.239166667,28.809370106000003,40.0
NORMAL_358_Rajgurunagar To Bhosari_Down-0830_0,0.239166667,47.80356385375,45.0
NORMAL_208_Hadapsar Gadital To Hinjawadi Maan Phase 3_Up-0800_0,0.239166668,43.58670297533333,107.0
NORMAL_348_Nigdi To Pune Station_Down-0900_0,0.239444444,29.167010440000002,101.0
NORMAL_291_Hadapsar Gadital To Katraj_Down-0855_0,0.239444444,37.73374097533333,92.0
NORMAL_123_Ma Na Pa To Bhakti Shakti_Up-0900_0,0.239722221,35.93765521733334,255.0
NORMAL_167_Kesnand Phata To Hadapsar Gadital_Down-0900_0,0.239722222,38.587271135625,69.0
NORMAL_170_Pune Station To Kondhwa Bk_Up-1340_0,0.239722223,26.78147915123077,131.0
NORMAL_149_Shewalwadi To Bhakti Shakti_Up-0810_0,0.239722225,41.566862626,116.0
NORMAL_71_Sukhsagarnagar To Kothrud Depot_Down-0835_0,0.24,29.216436891333334,218.0
NORMAL_VJR5_Mukai Chowk To Ma Na Pa_Down-0855_0,0.24,34.761145813,78.0
NORMAL_155_Lohgaon To Pune Station (Via Dhanori)_Down-0840_0,0.24,26.432416759166667,197.0
NORMAL_148A_Bhosari Terminal To Bhekarai Depot_Down-0815_0,0.240000001,33.00662065833333,214.0
NORMAL_358_Rajgurunagar To Bhosari_Down-0900_0,0.24000000100000002,51.47154437066667,34.0
NORMAL_372_Bhakti Shakti To Hinjawadi Maan Phase 3_Up-1335_0,0.24000000100000002,36.00358444538462,338.0
NORMAL_24_Katraj To Lohagaon_Up-0825_0,0.240277776,31.033019456666665,59.0
NORMAL_213_Katraj To Vimananagar_UP-0825_0,0.240277777,22.46556055,144.0
NORMAL_312_Pune Station To Chinchwadgaon_Up-0820_0,0.240277777,33.19352794416667,110.0
NORMAL_188_Katraj To Hadapsar Gadital_Down-0900_0,0.24027777700000003,38.113342284285714,23.0
NORMAL_204_Chinchwad Gaon to  Bhekrainagar_Down-0815_0,0.240277779,24.48584593,76.0
NORMAL_14_Dhayari Maruti Mandir To Kesnand Phata_Up-0835_0,0.240277779,34.1816979659,93.0
NORMAL_292_Swargate To Kondhanpur_Up-0840_0,0.240555555,39.2011718925,20.0
NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0850_0,0.240555555,44.70358789125,196.0
NORMAL_170B_Kondhwa Hospital To Pune Station_Down-0900_0,0.240555555,30.836084916153844,47.0
NORMAL_64_NDA 10 No Gate Bus Stand To Nehru Stadium Via Dattawadi_Down-0815_0,0.240555556,23.71588071888889,11.0
NORMAL_143_Galinde Path To Pune Station (Vai Mhatre Pul)_Up-1435_0,0.240555556,32.195951411857145,91.0
NORMAL_31_Pune Station To Taljai Pathar_Down-0840_0,0.24083333199999998,24.918282781538462,42.0
NORMAL_310_Walhekarwadi To Pune Station_Down-0900_0,0.24083333299999998,34.94359551930769,78.0
NORMAL_301_Shewalwadi To Katraj_Down-0900_0,0.24111111100000002,33.22579422636364,113.0
NORMAL_148_Shewalwadi To Pimple Gurav_Up-0820_0,0.24111111200000002,41.21784604141176,86.0
NORMAL_53_Mandai Stand To DSK Vishwa_Up-1420_0,0.241388889,31.516465253684213,441.0
NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,0.241666666,30.3800330191,148.0
NORMAL_132_Manapa To Wadgaonsheri via Shubham_UP-1410_0,0.241666667,39.941950250666665,515.0
NORMAL_200_Swargate To Sadesatranali_Down-0900_0,0.241666668,26.487835531,153.0
NORMAL_29_Swargate To Alandi_Up-0845_0,0.241944443,30.453593865818185,129.0
NORMAL_114_Mhalungegaon To Ma Na Pa_Down-0855_0,0.24249999900000002,32.83552399733333,58.0
NORMAL_123_Bhakti Shakti To Ma Na Pa_Down-0840_0,0.2425,34.785375005384616,189.0
NORMAL_7A_Uruli Kanchan To Hadapsar Gadital_Down-0850_0,0.242777778,50.050331385,86.0
NORMAL_69_Marketyard To Mugawade_Up-0805_0,0.242777778,40.25976271545455,13.0
NORMAL_298_Chinchwad Gaon To Katraj_Down-0805_0,0.243055554,27.9218669786,53.0
NORMAL_VJR3_Kothrud Depot To Hadapsar Gadital_Up-0850_0,0.243055555,24.854063413583333,164.0
NORMAL_151_Alandi To Pune Station_Down-0820_0,0.243055556,30.18731415575,215.0
NORMAL_187_Pune Station To Bhekrainagar_Down-0815_0,0.243333332,34.64825718,39.0
NORMAL_358_Rajgurunagar To Bhosari_Down-0845_0,0.243611111,42.43554820125,22.0
NORMAL_102_Lohgaon To Kothrud Depot_Down-0825_0,0.24361111200000002,29.8191302216,131.0
NORMAL_301_Katraj To Shewalwadi_Up-0840_0,0.243888889,31.276964742727273,173.0
NORMAL_111_Ma Na Pa To Bhekrainagar_Down-0845_0,0.244166666,33.07101276454546,146.0
NORMAL_298_Chinchwad Gaon To Katraj_Down-0845_0,0.244444444,35.59871398166667,158.0
NORMAL_52_Khanapur To Swargate_Down-0830_0,0.244444445,33.217179043125,115.0
NORMAL_376_Warje Malwadi To Bhakti Shakti_Up-1230_0,0.244722222,30.63195288875,208.0
NORMAL_19_Shivajinagar To Kondhwa Hospital_Down-1435_0,0.244722222,22.069589887333333,223.0
NORMAL_117_Swargate To Dhayari Maruti Mandir_Up-1440_0,0.244722223,29.093509840000003,360.0
NORMAL_155_Lohgaon To Pune Station (Via Dhanori)_Down-0900_0,0.24472222300000002,34.66942684,38.0
NORMAL_365_Hinjawadi Maan Phase 3 To Vadgaon Mawal_Up-0845_0,0.244999999,40.046394781,47.0
NORMAL_94_Pune Station To Kothrud Depot_Down-0900_0,0.245,36.020305988357144,150.0
NORMAL_VJR2_Kesnand Phata To Warje Malwadi_Down-1355_0,0.245,30.276173699166666,623.0
NORMAL_187_Pune Station To Bhekrainagar_Down-1350_0,0.245,25.174812637875,142.0
NORMAL_326_Chikhali To Pimprigaon_Down-0900_0,0.245000001,36.40430927125,31.0
NORMAL_36_Chinchwadgaon To Ma Na Pa_Down-0850_0,0.245000002,32.64208447727273,140.0
NORMAL_VJR6_Bhosari To Hinjawadi Maan Phase 3_Up-0830_0,0.245277775,36.51532660923077,147.0
NORMAL_128_Bopkhel To Ma Na Pa_Down-0900_0,0.245277777,35.61089035285714,35.0
NORMAL_234_Kharadi Gaon To Ma Na Pa_Down-0840_0,0.245277778,27.78632434141667,289.0
NORMAL_149_Shewalwadi To Bhakti Shakti_Up-0840_0,0.245277778,36.956941753076926,74.0
NORMAL_159_Ma Na Pa To Talegaon Dhamdhere_UP-0850_0,0.245277778,32.55123177083333,175.0
NORMAL_36_Chinchwadgaon To Ma Na Pa_Down-0900_0,0.245555555,28.786629050000002,156.0
NORMAL_357_Pune Station To Bhosari Terminal_Up-1340_0,0.245555556,38.096535935384615,454.0
NORMAL_24_Katraj To Maharashtra Housing Board Samtanagar_Up-0830_0,0.245833332,27.791724242222223,61.0
NORMAL_233_ST Stand Paud To Marketyard_Down-0835_0,0.24583333200000002,36.08569920733333,16.0
NORMAL_358_Bhosari To Rajgurunagar_Up-0850_0,0.245833333,43.302999253916674,64.0
NORMAL_276_Chinchwad Gaon to Warje Malawadi_Down-0835_0,0.245833333,31.791262320666664,117.0
NORMAL_117_Swargate To Dhayari Maruti Mandir_Up-0900_0,0.245833333,34.56634150222222,154.0
NORMAL_204_Chinchwad Gaon to  Bhekrainagar_Down-0830_0,0.245833334,33.23940752,161.0
NORMAL_51_DSK Vishwa To Shivajinagar_Down-1340_0,0.24583333400000001,21.69509744175,199.0
NORMAL_52_Khanapur To Swargate_Down-1320_0,0.24611111,31.0141020222,435.0
NORMAL_VJR4_Kothrud Depot To Vishrantwadi_Up-0840_0,0.24611111200000002,25.91034721,50.0
NORMAL_159_Talegaon Dhamdhere To Ma Na Pa_Down-0840_0,0.246388887,52.857145066,33.0
NORMAL_207_Swargate To Saswad_Up-0900_0,0.246388888,27.7452117728,131.0
NORMAL_299_Bhosarigaon To Katraj_Down-1315_0,0.246388888,23.95450557877778,411.0
NORMAL_148_Pimple Gurav To Shewalwadi_Down-1355_0,0.246666666,27.0870794613,310.0
NORMAL_159_Ma Na Pa To Talegaon Dhamdhere_UP-0900_0,0.246666667,30.783570606363636,198.0
NORMAL_52A_Swargate To Osade Phata_Up-1410_0,0.246666668,30.70834363611111,352.0
NORMAL_165_Wadgaonsheri To Ma Na Pa_Down-0850_0,0.246666668,25.265855238999997,269.0
NORMAL_201_Bhekrainagar To Alandi_Up-1440_0,0.24694444399999999,28.3378606283,319.0
NORMAL_318_Pune station To Krishna Nagar_Up-0815_0,0.24722222100000002,35.06894949294117,85.0
NORMAL_208_Hadapsar Gadital To Hinjawadi Maan Phase 3_Up-0835_0,0.247222224,27.1794357565,188.0
NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-0900_0,0.247499998,38.914194925,255.0
NORMAL_301A_Katraj To Hadapsar Gadital_Up-1435_0,0.247500002,39.55199010842105,806.0
NORMAL_11_Marketyard To Pimplegurav_Up-0830_0,0.247777776,30.296450133125,97.0
NORMAL_36_Ma Na Pa To Chinchwadgaon_Up-0900_0,0.247777777,39.917922409999996,264.0
NORMAL_357_Bhosari Terminal To Pune Station_Down-0850_0,0.247777777,39.60663069933333,203.0
NORMAL_256_Ma Na Pa To Balewadi Depot_Up-0855_0,0.247777778,36.37004918785714,106.0
NORMAL_380_Bhosari Terminal To Hinjawadi Maan Phase 3_Up-0825_0,0.24805555499999998,33.25405060092308,111.0
NORMAL_324_Bhosari To Hinjawadi Maan Phase 3_Up-0900_0,0.248055555,38.75172347529411,85.0
NORMAL_299_Katraj To Bhosarigaon_Up-0820_0,0.248055556,39.28277722823529,284.0
NORMAL_354_Pimpri Road To Marketyard_Up-0815_0,0.248055556,38.47687031266666,149.0
NORMAL_26_Dhankawadi To Shivajinagar_Up-1350_0,0.248333333,23.596880889230768,423.0
NORMAL_159_Talegaon Dhamdhere To Ma Na Pa_Down-0850_0,0.248333333,51.49525752384615,30.0
NORMAL_348_Nigdi To Pune Station_Down-0835_0,0.24833333400000002,33.45526168222222,99.0
NORMAL_144_Pune Station To Kothrud Stand_Down-1345_0,0.24861111,21.227893697333332,482.0
NORMAL_14_Kesnand Phata To Dhayari Maruti Mandir_Down-0835_0,0.248611112,32.565566497249996,282.0
NORMAL_230_Bharati Vidyapeeth To Pune Station_Up-1340_0,0.248888888,30.451123766454543,343.0
NORMAL_149_Shewalwadi To Bhakti Shakti_Up-0820_0,0.249166666,39.22058409,97.0
NORMAL_323_Chikhali To Ma Na Pa_Down-0830_0,0.249166667,37.169478167142856,196.0
NORMAL_VJR5_Ma Na Pa To Mukai Chowk_Up-0855_0,0.249166668,42.8682206625,258.0
NORMAL_146_Pune Station To Niljyoti Society_Up-1325_0,0.249444442,24.1633175685,41.0
NORMAL_14_Dhayari Maruti Mandir To Kesnand Phata_Up-0815_0,0.24944444500000001,34.35497139,147.0
NORMAL_201_Bhekrainagar To Alandi_Up-0800_0,0.249722221,42.1487358331579,153.0
NORMAL_163_Pune Station To Kharadi Gaon (Dhole Patil College)_Up-1440_0,0.249722221,23.6653044525,291.0
NORMAL_103M_MIT College To Katraj_Down-0855_0,0.249722221,28.519496572999998,190.0
